,BRAND,PRODUCT_NAME,COLOR,MEMORY,STAR_RATING,RATINGS,REVIEWS,RAM,BATTERY_C,SCREEN_SIZE,WARRANTY,OFFER_PRICE,DISCOUNT,MRP
452,Fox, Gama,,,3.9,,,,2500,1.8,1,899,0 % off,899
453,Samsung," Galaxy S10e (Prism White, 128 GB)",Prism White,128,4.5,,,6,3100,5.8,1,47300,19% off,59000
454,Intex, Turbo 220,,,4.1,,,,2200,2.4,,1029,31% off,1499
455,Samsung, Guru FM Plus,,,4.2,"15,771","1,595",,800,1.5,1,1565,5% off,1662
456,Motorola," One Vision (Bronze Gradient, 128 GB)",Bronze Gradient,128,4.1,"9,692","1,308",4,3500,6.3,1,14999,34% off,22999
457,Forme, HERO,,,3.6,,,,1050,,1,747,0 % off,747
458,Google," Pixel 3 XL (Just Black, 64 GB)",Just Black,64,4.6,,,4,3430,6.3,1,57999,30% off,83000
459,Google," Pixel 3 XL (Clearly White, 128 GB)",Clearly White,128,4.6,,,4,3430,6.3,1,54799,40% off,92000
460,Google," Pixel 3 XL (Not Pink, 64 GB)",Not Pink,64,4.6,,,4,3430,6.3,1,57999,30% off,83000
461,Easyfone, Amico,,,3.3,,,,1000,2.2,1,2599,16% off,3100
462,Asus," ZenFone 5Z (Midnight Blue, 64 GB)",Midnight Blue,64,4.5,"21,508","4,605",6,3300,6.2,1,16999,48% off,32999
463,I, Kall K-130,,,3.6,,,,800,1.8,,549,6% off,549
464,Samsung," Galaxy M10S (Stainless Black, 32 GB)",Stainless Black,32,4.4,,,3,4000,6.4,,9100,9% off,10000
465,Micromax, X717,,,3.9,,,,1800,2.4,1,1285,0 % off,1285
466,XOLO," Era 4x (Gold, 16 GB)",Gold,16,4.1,"1,342",,2,3000,5.45,1,4299,40% off,7199
467,Peace, Knight,,,3.5,,,,850,1.8,1,565,0 % off,565
468,ITEL," A46 (FIERY RED, 32 GB)",FIERY RED,32,4.1,,,2,2400,5.45,1,5390,10% off,5999
469,Forme, Mini 1,,,3.8,,,,1500,2.4,1,899,0 % off,899
470,Apple," iPhone 6s Plus (Gold, 32 GB)",Gold,32,4.4,"18,573","2,414",,0,5.5,1,33999,2% off,34900
471,Kara, Bright,,,3.6,,,,1350,1.8,,679,0 % off,679
472,Kara, Bright,,,3.6,,,,1350,1.8,,679,0 % off,679
473,Tambo, A2200,,,4,,,,1000,2.2,1,990,44% off,1790
474,I, Kall K3312,,,3.5,"7,943",,,1000,1.8,1,1199,0 % off,1199
475,DETEL, D1 Star,,,3.6,,,,1000,2.4,1,699,53% off,1499
476,Micromax, X282,,,3.8,,,,1400,2.6,1,2599,0 % off,2599
477,Tecno," Camon I Sky 2 (Champagne Gold, 16 GB)",Champagne Gold,16,4.1,,,2,3050,5.5,1,6089,32% off,8999
478,Yu," Ace (Charcoal Grey, 16 GB)",Charcoal Grey,16,4.1,"60,932","7,916",2,4000,5.45,1,4299,46% off,7999
479,Lava, KKT 34i,,,3.6,,,,1800,2.4,1,1599,0 % off,1599
480,Kechaoda, K-55 Plus,,,4,"6,171",,,850,1.77,1,920,38% off,1499
481,Gfive, U873 Combo of Two,,,3.8,,,,1000,1.8,,1099,0 % off,1099
482,Gfive, U873 Combo of Two,,,3.8,,,,1000,1.8,,1099,0 % off,1099
483,Nokia," 3.2 (Black, 16 GB)",Black,16,3.7,,,2,4000,6.26,1,6390,37% off,10199
484,Peace, P1,,,3.7,"1,164",,,850,1.8,1,574,31% off,574
485,UNI, N21,,,3.2,,,,1000,1.8,1,699,0 % off,699
486,Apple," iPhone 11 Pro Max (Gold, 512 GB)",Gold,512,4.7,,,,0,6.5,1,150800,0 % off,150800
487,Apple," iPhone 11 Pro Max (Midnight Green, 512 GB)",Midnight Green,512,4.7,,,,0,6.5,1,150800,0 % off,150800
488,Muphone, M510,,,3.7,,,,1700,2.4,,1099,45% off,1999
489,I, Kall K23 New Mobile,,,3.6,"1,165",,,1000,1.8,,639,20% off,639
490,Trio, T6,,,3.1,,,,800,2.4,1,680,31% off,680
491,XOLO," Era 4x (Gold, 16 GB)",Gold,16,4.1,,,1,3000,5.45,1,4299,0 % off,4299
492,tambo, A1806,,,,,,,1000,1.8,,790,0 % off,790
493,Intex," Aqua Trend (Silver, 16 GB)",Silver,16,3.8,,,2,3000,,1,6490,0 % off,6490
494,Karbonn, K9,,,4,"4,193",,,1800,2.6,1,1129,18% off,1390
495,Forme, Hope H1,,,3.8,,,,1800,2.6,1,1025,0 % off,1025
496,Micromax, X603,,,3.8,,,,1000,2.4,1,1048,0 % off,1048
497,Easyfone, Royale,,,4.2,,,,700,2.4,1,3399,9% off,3750
498,Forme, Hope H1,,,3.8,,,,1800,2.6,1,1069,0 % off,1069
499,Forme, Hope H1,,,3.8,,,,1800,2.6,1,1069,0 % off,1069
500,Karbonn, K9 SPY,,,3.9,,,,1750,2.4,1,1059,23% off,1390
501,Micromax," Spark Go (Rose Gold, 8 GB)",Rose Gold,8,4,"17,338","1,542",1,2000,,1,3299,34% off,4999
502,Panasonic," Eluga A3 (Grey, 16 GB)",Grey,16,3.8,"9,442","1,632",3,4000,5.2,1,11490,0 % off,11490
503,Realme," C1 (Mirror Black, 32 GB)",Mirror Black,32,4.4,"31,934","2,928",3,4230,6.2,1,8499,15% off,9999
504,Smartron," t-phone T5511 (Classic Grey, 64 GB)",Classic Grey,64,3.3,,,4,3000,5.5,1,9290,0 % off,9290
505,Karbonn," Vue 1 (Silver Blue, 8 GB)",Silver Blue,8,4.1,,,1,2300,5.3,,3249,0 % off,3249
506,Karbonn," Vue 1 (Black, 8 GB)",Black,8,4.1,,,1,2300,5.3,,3249,0 % off,3249
507,EcoTel, E16,,,,,,,1000,1.8,1,599,50% off,1199
508,I, Kall K28 Combo of Two Mobiles,,,3.4,,,,1500,2.4,1,1299,45% off,2398
509,I, Kall K28 Combo of Two Mobiles,,,3.4,,,,1500,2.4,1,1199,50% off,2398
510,Gfive, U707,,,3.7,"2,767",,,950,1.8,1,625,30% off,625
511,Tork, T19 Shine,,,3.4,,,,2500,2.4,1,1149,11% off,1299
512,Realme," 3 Pro (Carbon Grey, 64 GB)",Carbon Grey,64,4.5,"3,29,008","39,699",4,4045,6.3,1,13999,12% off,15999
513,Realme," 3 Pro (Nitro Blue, 64 GB)",Nitro Blue,64,4.5,"1,22,173","14,204",6,4045,6.3,1,15999,11% off,17999
514,Realme," 3 Pro (Lightning Purple, 128 GB)",Lightning Purple,128,4.5,"1,22,173","14,204",6,4045,6.3,1,16999,15% off,19999
515,Realme," 3 Pro (Carbon Grey, 128 GB)",Carbon Grey,128,4.5,"1,22,173","14,204",6,4045,6.3,1,16999,15% off,19999
516,Realme," 3 Pro (Nitro Blue, 128 GB)",Nitro Blue,128,4.5,"1,22,173","14,204",6,4045,6.3,1,16999,15% off,19999
517,Micromax, X707,,,3.6,,,,1000,2.4,1,898,0 % off,898
518,I, Kall K2180,,,3.7,"9,579","1,136",,1000,1.8,,649,0 % off,649
519,Lava, Spark Icon2,,,3.4,,,,1150,2.8,1,1175,0 % off,1175
520,I, Kall K18 New,,,3.7,"6,978",,,800,1.8,,649,0 % off,649
521,GLX, U505,,,3.6,,,,950,1.8,1,639,0 % off,639
522,Micromax, X551,,,3.8,,,,1800,1.77,1,1045,0 % off,1045
523,Gfive, N9 Combo of Three Mobile,,,3.3,,,,950,1.8,1,1619,0 % off,1619
524,Vivo," NEX (Black, 128 GB)",Black,128,4.2,,,8,4000,6.59,1,39990,0 % off,39990
525,Redmi," K20 (Glacier Blue, 128 GB)",Glacier Blue,128,4.5,"44,050","4,802",6,4000,6.39,1,24999,0 % off,24999
526,I, Kall K39,,,3.7,"1,873",,,1500,2.4,,799,20% off,799
527,Tork, X1,,,,,,,1000,1.8,1,799,20% off,799
528,Gfive, U229,,,3.7,"1,497",,,1000,1.8,1,499,61% off,1299
529,Honor," 9N (Sapphire Blue, 64 GB)",Sapphire Blue,64,4.3,"2,22,007","21,217",4,3000,5.84,,8999,43% off,15999
530,Honor," 9N (Sapphire Blue, 128 GB)",Sapphire Blue,128,4.3,"2,22,007","21,217",4,3000,5.84,,9499,52% off,19999
531,Itel, IT5025,,,4.1,,,,1200,2.4,1,995,20% off,1249
532,OPPO," K3 (Jade Black, 64 GB)",Jade Black,64,4.4,,,6,3765,6.5,,18905,24% off,24990
533,Apple," iPhone 11 Pro (Gold, 512 GB)",Gold,512,4.7,"1,129",,,0,5.8,1,140300,0 % off,140300
534,Forme, Q600,,,3.4,,,,1050,,1,844,0 % off,844
535,HTC," Wildfire X (Blue, 32 GB)",Blue,32,3.9,,,3,3300,6.22,1,8499,34% off,12999
536,Apple," iPhone 7 (Gold, 128 GB)",Gold,128,4.5,"86,163","8,695",,0,4.7,1,34900,47% off,66313
537,Redmi," Y2 (Blue, 64 GB)",Blue,64,4.4,"25,280","1,827",4,3080,5.99,1,10999,18% off,13499
538,Rocktel, R5,,,3.6,,,,1000,1.8,,599,0 % off,599
539,I, Kall K-60,,,4.3,,,,1500,2.4,1,1999,33% off,2999
540,Honor," 9i (Graphite Black, 64 GB)",Graphite Black,64,4.3,"69,046","10,375",4,3340,5.9,,9499,52% off,19999
541,Kechaoda, K60,,,4,,,,3600,2.4,1,1337,16% off,1599
542,Intex, Eco 105x,,,4,,,,1050,1.8,1,749,31% off,1099
543,Forme, Winner W3,,,3.9,,,,1500,2.4,1,845,0 % off,845
544,Apple," iPhone 11 Pro (Midnight Green, 512 GB)",Midnight Green,512,4.7,"1,129",,,0,5.8,1,140300,0 % off,140300
545,Samsung," Galaxy Note10 Lite (Aura Red, 128 GB)",Aura Red,128,4.2,,,6,4500,6.7,1,41000,4% off,43000
546,I, Kall k111 new,,,3.7,,,,1000,2.4,,799,0 % off,799
547,Jmax, M40,,,3,,,,1050,1.8,,635,42% off,1099
548,Jmax, M40,,,3,,,,1050,1.8,,635,42% off,1099
549,Jmax, M40,,,3,,,,1050,1.8,,635,42% off,1099
550,BlackBear, i7,,,3.8,"2,364",,,1550,,1,1399,1% off,1420
551,Hicell, C1 Tiger,,,3.4,,,,1050,1.8,1,539,0 % off,539
552,I, Kall K15 pack of 2,,,,,,,800,1.8,1,1199,39% off,1998
553,Mymax, A12S,,,3.4,,,,1000,1.8,,599,45% off,1099
554,Muphone, M510,,,3.7,,,,1700,2.4,,1099,45% off,1999
555,Itel, Magic 1 Max,,,3.9,,,,1900,2.8,,1368,23% off,1799
556,EcoTel, E11,,,3.3,"1,438",,,1000,1.8,1,599,50% off,1199
557,EcoTel, E11,,,3.3,"1,438",,,1000,1.8,1,599,50% off,1199
558,Salora, Volt 2,,,4,,,,2000,1.8,,659,40% off,1099
559,Panasonic," P55 Max (Champagne Gold, 16 GB)",Champagne Gold,16,3.9,"15,179","3,111",3,5000,5.5,1,8499,0 % off,8499
560,Intex, Ultra,,,3.2,,,,2350,2.4,1,1320,0 % off,1320
561,Samsung," Galaxy A20s (Black, 64 GB)",Black,64,4.4,,,4,4000,6.5,1,12800,14% off,14900
562,Apple," iPhone XS (Gold, 256 GB)",Gold,256,4.7,"8,367",,,0,5.8,1,76999,25% off,103900
563,1,+1=2 D2,,,3.4,,,,1200,1.8,1,649,0 % off,649
564,1,+1=2 D2,,,3.4,,,,1200,1.8,1,569,0 % off,569
565,Karbonn," Platinum P9 (Stary Black Blue, 16 GB)",Stary Black Blue,16,3.8,"1,227",,2,2500,5.45,1,3999,50% off,7999
566,Karbonn, K Phone Mashaal,,,4.2,,,,1800,2.4,1,1399,0 % off,1399
567,Apple," iPhone 11 Pro (Space Grey, 512 GB)",Space Grey,512,4.7,"1,129",,,0,5.8,1,140300,0 % off,140300
568,Honor," 10 Lite (Midnight Black, 32 GB)",Midnight Black,32,4.4,"26,483","2,741",3,3400,6.21,1,8499,39% off,13999
569,Honor," 10 Lite (Sapphire Blue, 64 GB)",Sapphire Blue,64,4.4,"13,378","1,291",6,3400,6.21,1,12199,35% off,18999
570,Honor," 10 Lite (Sapphire Blue, 64 GB)",Sapphire Blue,64,4.4,"62,915","6,707",4,3400,6.21,1,11599,31% off,16999
571,Otho," T1 (Red, 8 GB)",Red,8,,,,1,2000,,1,3999,0 % off,3999
572,Lava, KKT ipro,,0,4.1,,,,1750,1.8,,1049,0 % off,1049
573,Karbonn, KX24,,,3.9,,,,3000,2.4,1,1099,30% off,1590
574,Blackbear, B5 Bucket,,,3.7,,,,1050,1.8,1,649,35% off,649
575,Lava," Z62 (Space Blue, 16 GB)",Space Blue,16,4.1,,,2,3380,,1,5549,25% off,7399
576,Nokia," 7.2 (Cyan Green, 64 GB)",Cyan Green,64,4.2,"2,591",,6,3500,6.3,1,18099,18% off,22199
577,Samsung," Galaxy S20 (Cosmic Gray, 128 GB)",Cosmic Gray,128,4.1,,,8,4000,6.2,1,70500,4% off,74000
578,Redmi," 7A (Matte Gold, 16 GB)",Matte Gold,16,4.3,"3,50,818","26,616",2,4000,5.45,2,6499,0 % off,6499
579,BlackZone, TURBO,,,3.2,,,,1800,2.4,,799,0 % off,799
580,Itel, Power 400,,,4.1,,,,2500,2.4,,1110,26% off,1500
581,JIVI, X30,,,3.9,,,,800,1.8,1,749,0 % off,749
582,Honor," 8C (Blue, 64 GB)",Blue,64,4.3,"33,033","3,057",4,4000,6.26,,8499,43% off,14999
583,Honor," 8C (Black, 32 GB)",Black,32,4.3,"33,033","3,057",4,4000,6.26,1,8499,34% off,12999
584,Honor," 8C (Blue, 32 GB)",Blue,32,4.3,"33,033","3,057",4,4000,6.26,1,8499,34% off,12999
585,Micromax, X806,,,3.7,,,,1800,1.77,1,1615,0 % off,1615
586,Nokia," 6.1 Plus (Blue, 64 GB)",Blue,64,4.1,"1,632",,6,3060,5.8,1,11329,40% off,18990
587,Forme, Surprise S10,,,3.7,,,,1050,2.4,1,895,0 % off,895
588,Forme, M600,,,3.7,,,,1500,2.4,1,999,0 % off,999
589,Tecno," Camon I Ace (Champagne Gold, Gold, 16 GB)","Champagne Gold, Gold",16,4.2,,,2,3050,5.45,,6500,18% off,7999
590,Lenovo," K6 Power (Silver, 32 GB)",Silver,32,4.1,"2,39,480","53,355",3,4000,,1,9999,0 % off,9999
591,Apple," iPhone 11 Pro Max (Silver, 512 GB)",Silver,512,4.7,,,,0,6.5,1,150800,0 % off,150800
592,Lava," Z25 (Gold, 32 GB)",Gold,32,4.2,,,4,3020,5.5,2,18000,0 % off,18000
593,Vivo," Y81i (Black, 16 GB)",Black,16,4.4,"3,878",,2,3260,6.22,1,7399,32% off,10990
594,Redmi," Note 7S (Astro Moonlight White, 64 GB)",Astro Moonlight White,64,4.4,"3,89,062","32,753",4,4000,6.3,1,11999,14% off,13999
595,Lava, Arc Magic+,,,3.7,"2,739",,,800,1.8,1,929,0 % off,929
596,Muphone, M230,,,3.6,,,,1700,2.8,1,1289,0 % off,1289
597,Nokia," 4.2 (Black, 32 GB)",Black,32,4.1,,,3,3000,5.71,1,10099,26% off,13699
598,Micromax, X271,,,,,,,0,,,2300,0 % off,2300
599,Kara, Bright,,,3.4,,,,1050,1.77,,549,0 % off,549
600,Samsung," Galaxy A2 Core (Gold, 16 GB)",Gold,16,4.2,"2,991",,1,2600,,1,5289,10% off,5900
601,Intex, Eco Beats,,,3.7,"7,208","1,053",,800,1.8,1,690,0 % off,690
602,Zen, X45+,,,3.5,,,,1000,2.4,1,959,0 % off,959
603,Lava, ARC Glam,,,3.8,,,,800,1.77,1,979,0 % off,979
604,Micromax, X333,,,3.3,,,,1000,2.8,1,2999,0 % off,2999
605,Lemon," Classic 451 (Silver, 8 GB)",Silver,8,3.5,,,1,2200,4.5,1,3299,0 % off,3299
606,Lava, KKT Connect Plus,,,3.6,,,,1750,2.4,1,1219,0 % off,1219
607,Lava, KKT Connect Plus,,,3.6,,,,1750,2.4,1,1219,0 % off,1219
608,Forme, Gorilla,,,3.8,,,,1800,2.8,1,999,0 % off,999
609,Redmi," K20 (Flame Red, 128 GB)",Flame Red,128,4.5,"44,050","4,802",6,4000,6.39,1,24999,0 % off,24999
610,Lava, Spark Vibe,,,3.7,,,,1300,2.8,,1469,0 % off,1469
611,Peace, P4,,,3.5,"2,708",,,850,1.8,,540,39% off,540
612,Blackbear, B5 Bolt,,,3.9,,,,1000,1.8,1,649,0 % off,649
613,Gionee," Pioneer P3 (White, 4 GB)",White,4,3.9,,,,1700,4.3,1,2350,70% off,7996
614,Gionee," F205 Pro (Blue, 16 GB)",Blue,16,4.1,"8,756",,2,3000,5.45,1,3890,44% off,6990
615,Snexian, M6044,,,2.2,,,,1800,2.4,1,1049,0 % off,1049
616,Google," Pixel 2 (Kinda Blue, 64 GB)",Kinda Blue,64,4.5,"8,260","1,372",4,2700,,2,61000,0 % off,61000
617,OPPO," A5 (Diamond Blue, 64 GB)",Diamond Blue,64,4.3,"13,166","1,067",4,4230,6.2,1,10590,33% off,15990
618,Samsung," Galaxy A30s (Prism Crush Violet, 128 GB)",Prism Crush Violet,128,4.3,"2,898",,4,4000,6.4,1,15899,20% off,19900
619,Samsung," Galaxy J6 (Black, 64 GB)",Black,64,4.5,"40,435","2,481",4,3000,5.6,1,9999,22% off,12900
620,Itel, It 5611,,,4.7,,,,2500,2.4,1,1290,0 % off,1290
621,Tork, X2,,,,,,,1000,1.8,1,799,0 % off,799
622,Google," Pixel (Very Silver, 128 GB)",Very Silver,128,4.4,"4,401",,4,2770,,1,41980,0 % off,41980
623,Mi," Mix 2 (Black, 128 GB)",Black,128,4.4,"4,190",,6,3400,5.99,1,29999,21% off,37999
624,Tambo, A1800,,,3.8,,,,1000,1.8,1,720,0 % off,720
625,Gfive, A98,,,3.7,"2,993",,,600,1.8,1,899,0 % off,899
626,Lava, KKT Star 2,,,3.8,,,,1800,2.4,1,1299,0 % off,1299
627,Muphone, M390,,,3.8,,,,3600,2.8,1,1569,0 % off,1569
628,Gfive, Plus Combo of Two Mobiles,,,3.9,,,,1050,1.8,1,1255,0 % off,1255
629,Gfive, Plus Combo of Two Mobiles,,,3.9,,,,1050,1.8,1,1255,0 % off,1255
630,Gfive, Plus Combo of Two Mobiles,,,3.9,,,,1050,1.8,1,1255,0 % off,1255
631,Mymax, M40,,,3.5,,,,1000,1.8,,599,0 % off,599
632,Kara, K16,,,3.7,,,,1700,1.8,,699,0 % off,699
633,Gfive, A2 Combo of Two,,,3.6,,,,1000,1.8,,1099,0 % off,1099
634,Itel," A44 Pro (Blue, 16 GB)",Blue,16,4.3,,,2,2400,5.45,1,3999,44% off,7199
635,Blackbear," B6 Glory (Blue, 16 GB)",Blue,16,,,,2,2500,5.5,1,4999,16% off,5999
636,Redmi," 4A (Dark Grey, 32 GB)",Dark Grey,32,4.4,"2,08,535","32,609",3,3120,,1,6999,0 % off,6999
637,Lava," A82 (White/WHITEM, 8 GB)",White/WHITEM,8,3.6,"1,203",,1,2000,,1,2999,0 % off,2999
638,Micromax, X970,,,3.8,"2,031",,,1750,2.8,,1250,0 % off,1250
639,Mymax, M43,,,3.5,"2,083",,,1000,1.8,,539,32% off,539
640,Redmi," K20 Pro (Carbon Black, 256 GB)",Carbon Black,256,4.5,"11,573","1,669",8,4000,6.39,1,29999,6% off,31999
641,Jivi, S3,,,3.8,,,,1000,1.8,1,885,15% off,1049
642,Jivi, S3,,,3.8,,,,1000,1.8,1,885,15% off,1049
643,Karbonn, K88,,,3.5,,,,1750,2.4,,1245,16% off,1490
644,Snexian, 3310 Carving,,,3.4,,,,1400,2.4,1,749,0 % off,749
645,Lava," Iris Atom X (White, 512 MB)",White,,3.2,"1,866",,,1400,,1,1999,0 % off,1999
646,Lava," Iris Atom X (Black, 512 MB)",Black,,3.2,"1,866",,,1400,,1,1999,0 % off,1999
647,Apple," iPhone 7 (Silver, 32 GB)",Silver,32,4.5,"86,163","8,695",,0,4.7,1,26499,11% off,29900
648,M,-tech Boss,,,3.5,,,,2800,2.4,1,899,43% off,1599
649,M,-tech Boss,,,3.5,,,,2800,2.4,1,1200,0 % off,1200
650,Forme, Coke A1,,,4.2,,,,600,1.4,1,999,0 % off,999
651,Forme, Winner 1,,,4.4,,,,1500,2.4,1,1000,0 % off,1000
652,Lava," Flair P1i (Black, 512 MB)",Black,,3.3,,,,1400,,1,2222,0 % off,2222
653,Zen, Power 101 X60,,,4.1,,,,2400,1.8,1,909,0 % off,909
654,Karbonn, K885 Metal,,,3.8,,,,1800,2.8,,1299,16% off,1558
655,InFocus, Selfie C1,,,3.9,"2,264",,,1000,1.8,1,780,0 % off,780
656,Salora, Volt 2,,,4,,,,2000,1.8,1,659,42% off,1150
657,Forme, F451,,,3.3,,,,1800,2.4,1,1149,0 % off,1149
658,JIVI," Revolution TnT3 (Silver & Black, 8 GB)",Silver & Black,8,3.5,"1,476",,1,2300,,,2799,0 % off,2799
659,BLU," Studio G HD (Grey, 8 GB)",Grey,8,3.9,,,1,2200,,1,3499,0 % off,3499
660,VOTO," V3 (Red, 16 GB)",Red,16,4,,,2,3000,,1,3590,52% off,7499
661,Gfive, W1,,,3.8,"2,152",,,3000,2.9,1,928,0 % off,928
662,BLU," Studio One (Black, 16 GB)",Black,16,3.7,,,2,2450,,1,7999,0 % off,7999
663,Zen, X91,,,4,,,,1000,2.4,1,984,0 % off,984
664,InFocus, F229,,,4,"1,475",,,3000,2.4,1,1185,0 % off,1185
665,Micromax, X803,,,4,"2,596",,,950,2.8,1,1299,13% off,1499
666,Vivo," V17Pro (Midnight Ocean Black, 128 GB)",Midnight Ocean Black,128,4.5,"6,481",,8,4100,6.44,1,29499,10% off,32990
667,Nexian," NV-45 (Black, 8 GB)",Black,8,3.6,"1,931",,1,1650,4.5,1,3799,0 % off,3799
668,Panasonic," P100 (Blue, 16 GB)",Blue,16,3.9,"1,848",,1,2200,,1,5299,0 % off,5299
669,Lava," Flair P2 (Black & Grey, 512 MB)",Black & Grey,,3.4,,,,1300,,1,2249,0 % off,2249
670,Lava," Flair P2 (Black & Coffee, 512 MB)",Black & Coffee,,3.4,,,,1300,,1,2249,0 % off,2249
671,Samsung," Galaxy J3 Pro (Gold, 16 GB)",Gold,16,4.2,"1,45,516","18,552",2,2600,,1,8800,0 % off,8800
672,Lava, KKT Curve,,,3.9,,,,1800,2.4,1,1299,0 % off,1299
673,Micromax," Bolt Supreme 4 Q352 Plus (Grey, 16 GB)",Grey,16,3.7,,,1,2000,,1,3590,0 % off,3590
674,Muphone, M330,,,3.9,,,,1700,2.8,1,1289,0 % off,1289
675,Reach, Power 230,,,3.4,,,,2300,2.4,1,799,0 % off,799
676,Itel, It 5605n,,,4.2,,,,2500,1.77,1,983,19% off,1225
677,Samsung," Galaxy A30s (Prism Crush Violet, 64 GB)",Prism Crush Violet,64,4.3,"2,898",,4,4000,6.4,1,14399,23% off,18900
678,Blackbear, i7,,,3.7,,,,1450,2.4,1,999,0 % off,999
679,Lava," Iris 450 (White & Pink, 4 GB)",White & Pink,4,4.2,,,,1800,4.5,1,7999,0 % off,7999
680,Lava," A32 (Black, 512 MB)",Black,,3.3,,,,1500,,1,2649,0 % off,2649
681,GLX, W8,,,3.8,,,,950,1.8,1,639,0 % off,639
682,GLX, W8,,,3.8,,,,950,1.8,1,639,0 % off,639
683,GLX, W8,,,3.8,,,,950,1.8,1,639,0 % off,639
684,Lava, KKT 45,,,3.9,,,,2800,2.6,1,1999,0 % off,1999
685,Lava," A48 (Blue, 4 GB)",Blue,4,3.4,,,,1300,,,2899,0 % off,2899
686,Lava, ARC Lite Plus,,,3.7,,,,900,1.8,1,970,0 % off,970
687,Snexian, 3330,,,3.2,,,,1400,2.4,1,729,0 % off,729
688,Snexian, 3330,,,3.2,,,,1400,2.4,1,729,0 % off,729
689,Snexian, 3330,,,3.2,,,,1400,2.4,1,729,0 % off,729
690,Snexian, 3330,,,3.2,,,,1400,2.4,1,729,0 % off,729
691,Lava, Spark Icon X,,,3.8,"2,071",,,1150,2.8,1,1510,0 % off,1510
692,Forme, King,,,,,,,800,1.8,1,1000,0 % off,1000
693,Forme, Power Two M22,,,4,,,,1800,2.4,1,999,0 % off,999
694,Coolpad," Mega 5C (Sky Blue, 16 GB)",Sky Blue,16,3.7,,,1,2500,5.45,1,3200,41% off,5499
695,Forme, Find F105,,,3.3,,,,800,1.8,1,715,0 % off,715
696,Karbonn, K324N,,,3.8,,,,1750,2.4,1,970,0 % off,970
697,Micromax, X233,,,,,,,1800,1.77,1,1999,0 % off,1999
698,Micromax, X2i,,,,,,,1800,,1,2999,0 % off,2999
699,Redmi," Y1 lite (Gold, 16 GB)",Gold,16,4.2,"3,227",,2,3080,5.5,1,7499,0 % off,7499
700,Forme, Teddy,,,3.4,,,,900,1.44,1,699,0 % off,699
701,Micromax, X205,,,,,,,800,1.77,1,2999,0 % off,2999
702,Micromax, X260,,,,,,,1300,2.19,1,2460,0 % off,2460
703,Forme, M90,,,,,,,2200,2.4,1,1099,0 % off,1099
704,Micromax, X263,,,4.1,,,,1800,,1,1799,0 % off,1799
705,Micromax, Solar Phone X259,,,4.3,,,,1000,2.4,1,1889,0 % off,1889
706,Forme, F10,,,1,,,,1050,1.8,,859,0 % off,859
707,Micromax, X265,,,3.8,,,,1200,2.2,1,2999,0 % off,2999
708,Forme, D556,,,,,,,1800,2.4,,1015,0 % off,1015
709,Lava, KKT Ultra Plus,,,3.8,,,,1750,2.4,1,1199,0 % off,1199
710,Lava, KKT Ultra Plus,,,3.8,,,,1750,2.4,1,1199,0 % off,1199
711,Google," Pixel XL (Very Silver, 128 GB)",Very Silver,128,4.5,"1,277",,4,3450,5.5,1,41990,0 % off,41990
712,Micromax, X210,,,3.7,,,,1000,1.77,1,1999,0 % off,1999
713,Micromax, X215,,,3,,,,1000,1.37,1,2449,0 % off,2449
714,Karbonn, K451 Plus,,,3.5,,,,1800,,1,1410,0 % off,1410
715,Lava, ARC 101,,,3.8,,,,1000,2.4,2,1179,0 % off,1179
716,Lava, Spark 284,,,3.7,,,,1450,2.8,1,1479,0 % off,1479
717,Lava, Spark 284,,,3.7,,,,1450,2.8,1,1479,0 % off,1479
718,Forme, M 20,,,3.5,,,,2200,2.4,1,1099,0 % off,1099
719,Forme, M 20,,,3.5,,,,2200,2.4,1,1099,0 % off,1099
